geoname,Total,American Indian or Alaska Native Alone,Asian Alone,Black or African American Alone,Native Hawaiian or Other Pacific Islander Alone,White Alone,Hispanic or Latino,American Indian or Alaska Native Alone %,Asian Alone %,Black or African American Alone %,Native Hawaiian or Other Pacific Islander Alone %,White Alone %,Hispanic or Latino %
"State Senate District 6 (2024), Georgia",147999,52,1885,24235,4,110474,7415,0.04,1.27,16.38,0.0,74.65,5.01
"State Senate District 6 (2024), Hawaii",39762,21,8448,377,1320,19589,3902,0.05,21.25,0.95,3.32,49.27,9.81
"State Senate District 6 (2024), Idaho",43447,1194,422,387,27,38170,1850,2.75,0.97,0.89,0.06,87.85,4.26
"State Senate District 6 (2024), Illinois",177374,70,9606,6605,29,142284,14314,0.04,5.42,3.72,0.02,80.22,8.07
"State Senate District 6 (2024), Indiana",103660,66,1057,3187,2,90585,7030,0.06,1.02,3.07,0.0,87.39,6.78
"State Senate District 6 (2024), Iowa",46320,15,312,268,14,42090,2678,0.03,0.67,0.58,0.03,90.87,5.78
"State Senate District 6 (2024), Kansas",43583,236,844,4589,17,24652,11528,0.54,1.94,10.53,0.04,56.56,26.45
"State Senate District 6 (2024), Kentucky",86312,58,1864,4915,1,74238,2692,0.07,2.16,5.69,0.0,86.01,3.12
"State Senate District 6 (2024), Louisiana",85230,125,1398,20487,20,58794,2719,0.15,1.64,24.04,0.02,68.98,3.19
"State Senate District 6 (2024), Maine",33973,1003,116,186,20,31343,541,2.95,0.34,0.55,0.06,92.26,1.59
"State Senate District 6 (2024), Maryland",94665,277,1584,16748,7,67309,6001,0.29,1.67,17.69,0.01,71.1,6.34
"State Senate District 6 (2024), Michigan",191883,459,5405,78171,152,98133,4809,0.24,2.82,40.74,0.08,51.14,2.51
"State Senate District 6 (2024), Minnesota",68842,543,277,343,27,65643,857,0.79,0.4,0.5,0.04,95.35,1.24
"State Senate District 6 (2024), Mississippi",45146,17,270,8674,233,34430,715,0.04,0.6,19.21,0.52,76.26,1.58
"State Senate District 6 (2024), Missouri",141798,226,751,6085,18,127742,3360,0.16,0.53,4.29,0.01,90.09,2.37
"State Senate District 6 (2024), Montana",18279,562,75,61,30,16523,595,3.07,0.41,0.33,0.16,90.39,3.26
"State Senate District 6 (2024), Nebraska",30792,11,606,2267,1,25613,1680,0.04,1.97,7.36,0.0,83.18,5.46
"State Senate District 6 (2024), Nevada",111616,288,9160,10469,874,63090,23093,0.26,8.21,9.38,0.78,56.52,20.69
"State Senate District 6 (2024), New Hampshire",46839,4,601,384,6,44281,772,0.01,1.28,0.82,0.01,94.54,1.65
"State Senate District 6 (2024), New Jersey",174104,38,11773,21453,44,123919,13717,0.02,6.76,12.32,0.03,71.18,7.88
"State Senate District 6 (2024), New Mexico",39267,2608,292,113,10,16499,18986,6.64,0.74,0.29,0.03,42.02,48.35
"State Senate District 6 (2024), New York",220151,141,9703,69560,161,85345,50984,0.06,4.41,31.6,0.07,38.77,23.16
"State Senate District 6 (2024), North Carolina",153540,794,2804,18212,250,104867,18277,0.52,1.83,11.86,0.16,68.3,11.9
"State Senate District 6 (2024), North Dakota",13331,232,48,53,6,12654,146,1.74,0.36,0.4,0.05,94.92,1.1
"State Senate District 6 (2024), Ohio",278620,96,4363,61655,43,195238,8583,0.03,1.57,22.13,0.02,70.07,3.08
"State Senate District 6 (2024), Oklahoma",65132,7543,271,2389,15,46792,2485,11.58,0.42,3.67,0.02,71.84,3.82
"State Senate District 6 (2024), Oregon",112531,570,1136,290,286,100603,5507,0.51,1.01,0.26,0.25,89.4,4.89
"State Senate District 6 (2024), Pennsylvania",206452,156,10736,7464,12,175247,9487,0.08,5.2,3.62,0.01,84.89,4.6
"State Senate District 6 (2024), Puerto Rico",334370,0,45,335,0,852,332986,0.0,0.01,0.1,0.0,0.25,99.59
"State Senate District 6 (2024), Rhode Island",18400,78,935,3148,0,6128,7358,0.42,5.08,17.11,0.0,33.3,39.99
"State Senate District 6 (2024), South Carolina",83974,118,1957,7797,32,66198,5230,0.14,2.33,9.29,0.04,78.83,6.23
"State Senate District 6 (2024), South Dakota",18933,25,155,217,0,17534,501,0.13,0.82,1.15,0.0,92.61,2.65
"State Senate District 6 (2024), Tennessee",163562,152,2758,14836,14,137867,4711,0.09,1.69,9.07,0.01,84.29,2.88
"State Senate District 6 (2024), Texas",493496,778,14513,89228,297,83174,298539,0.16,2.94,18.08,0.06,16.85,60.49
"State Senate District 6 (2024), Utah",76126,238,1384,1009,623,63786,7331,0.31,1.82,1.33,0.82,83.79,9.63
"State Senate District 6 (2024), Virginia",171991,210,573,5493,91,161797,2032,0.12,0.33,3.19,0.05,94.07,1.18
"State Senate District 6 (2024), West Virginia",84008,178,73,3873,0,77320,814,0.21,0.09,4.61,0.0,92.04,0.97
"State Senate District 6 (2024), Wisconsin",124162,421,4809,65503,4,42023,7423,0.34,3.87,52.76,0.0,33.85,5.98
"State Senate District 6 (2024), Wyoming",13908,42,18,30,35,12661,892,0.3,0.13,0.22,0.25,91.03,6.41
"State Senate District 60 (2024), Minnesota",66752,443,3511,8252,28,47690,3386,0.66,5.26,12.36,0.04,71.44,5.07
"State Senate District 60 (2024), New York",260405,1172,1407,3552,136,246190,5527,0.45,0.54,1.36,0.05,94.54,2.12
"State Senate District 61 (2024), Minnesota",70126,254,2413,5725,16,55261,4374,0.36,3.44,8.16,0.02,78.8,6.24
"State Senate District 61 (2024), New York",244152,609,8954,18774,16,197491,13614,0.25,3.67,7.69,0.01,80.89,5.58
"State Senate District 62 (2024), Minnesota",56857,1190,1514,12497,9,34011,5235,2.09,2.66,21.98,0.02,59.82,9.21
"State Senate District 62 (2024), New York",247381,1158,2179,12743,13,218175,7958,0.47,0.88,5.15,0.01,88.19,3.22
"State Senate District 63 (2024), Minnesota",65822,226,1743,5498,24,52770,3005,0.34,2.65,8.35,0.04,80.17,4.57
"State Senate District 63 (2024), New York",229136,461,10259,62433,46,131363,19084,0.2,4.48,27.25,0.02,57.33,8.33
"State Senate District 64 (2024), Minnesota",66323,58,2350,3832,2,54775,2666,0.09,3.54,5.78,0.0,82.59,4.02
"State Senate District 65 (2024), Minnesota",60598,345,5937,11209,17,35040,5545,0.57,9.8,18.5,0.03,57.82,9.15
"State Senate District 66 (2024), Minnesota",59533,237,8663,6685,34,38177,3076,0.4,14.55,11.23,0.06,64.13,5.17
"State Senate District 67 (2024), Minnesota",52106,277,14764,8126,12,23332,3713,0.53,28.33,15.6,0.02,44.78,7.13
"State Senate District 7 (2024), Alabama",117048,315,1484,28510,35,78552,4528,0.27,1.27,24.36,0.03,67.11,3.87
"State Senate District 7 (2024), Arizona",204105,5729,2364,3737,195,154303,31654,2.81,1.16,1.83,0.1,75.6,15.51
"State Senate District 7 (2024), Arkansas",66429,116,362,4776,16,57354,2047,0.17,0.54,7.19,0.02,86.34,3.08
"State Senate District 7 (2024), California",651234,1448,128904,112891,2779,249686,123525,0.22,19.79,17.33,0.43,38.34,18.97
"State Senate District 7 (2024), Colorado",127004,505,835,757,24,107646,14705,0.4,0.66,0.6,0.02,84.76,11.58
"State Senate District 7 (2024), Connecticut",78613,75,1875,4371,58,65374,5395,0.1,2.39,5.56,0.07,83.16,6.86
"State Senate District 7 (2024), Delaware",33849,38,844,3203,0,24597,4545,0.11,2.49,9.46,0.0,72.67,13.43
"State Senate District 7 (2024), Florida",458317,311,9830,32941,98,370268,35924,0.07,2.14,7.19,0.02,80.79,7.84
"State Senate District 7 (2024), Georgia",123535,122,22687,28004,0,54697,14693,0.1,18.36,22.67,0.0,44.28,11.89
"State Senate District 7 (2024), Hawaii",40991,132,6366,75,5545,15972,3676,0.32,15.53,0.18,13.53,38.96,8.97
"State Senate District 7 (2024), Idaho",43134,566,338,59,23,39377,1423,1.31,0.78,0.14,0.05,91.29,3.3
"State Senate District 7 (2024), Illinois",167227,226,12880,24740,191,100775,22772,0.14,7.7,14.79,0.11,60.26,13.62
"State Senate District 7 (2024), Indiana",100417,20,870,1812,15,91862,4283,0.02,0.87,1.8,0.01,91.48,4.27
"State Senate District 7 (2024), Iowa",46338,322,501,1133,0,41886,1656,0.69,1.08,2.45,0.0,90.39,3.57
"State Senate District 7 (2024), Kansas",58174,60,1163,1093,5,51604,3093,0.1,2.0,1.88,0.01,88.71,5.32
"State Senate District 7 (2024), Kentucky",85655,95,619,4602,11,74745,2697,0.11,0.72,5.37,0.01,87.26,3.15
"State Senate District 7 (2024), Louisiana",83210,166,3472,52522,0,19110,6299,0.2,4.17,63.12,0.0,22.97,7.57
"State Senate District 7 (2024), Maine",31813,153,223,247,0,30096,584,0.48,0.7,0.78,0.0,94.6,1.84
"State Senate District 7 (2024), Maryland",96982,84,4610,10264,1,76574,3321,0.09,4.75,10.58,0.0,78.96,3.42
"State Senate District 7 (2024), Michigan",196831,204,6559,88997,10,84024,9543,0.1,3.33,45.21,0.01,42.69,4.85
"State Senate District 7 (2024), Minnesota",68728,753,182,444,4,65426,583,1.1,0.26,0.65,0.01,95.2,0.85
"State Senate District 7 (2024), Mississippi",39238,11,56,15682,1,22372,400,0.03,0.14,39.97,0.0,57.02,1.02
"State Senate District 7 (2024), Missouri",134200,197,3597,20856,215,93310,11295,0.15,2.68,15.54,0.16,69.53,8.42
"State Senate District 7 (2024), Montana",18189,985,94,51,9,15640,618,5.42,0.52,0.28,0.05,85.99,3.4
"State Senate District 7 (2024), Nebraska",23431,182,333,1555,14,14518,6207,0.78,1.42,6.64,0.06,61.96,26.49
"State Senate District 7 (2024), Nevada",93439,388,7968,11799,434,39289,29317,0.42,8.53,12.63,0.46,42.05,31.38
"State Senate District 7 (2024), New Hampshire",46906,33,377,248,0,44139,1031,0.07,0.8,0.53,0.0,94.1,2.2
"State Senate District 7 (2024), New Jersey",174849,60,8334,39627,1,107125,13909,0.03,4.77,22.66,0.0,61.27,7.95
"State Senate District 7 (2024), New Mexico",35646,269,321,1711,47,18591,13556,0.75,0.9,4.8,0.13,52.15,38.03
"State Senate District 7 (2024), New York",229831,240,43610,4960,64,158889,18903,0.1,18.97,2.16,0.03,69.13,8.22
"State Senate District 7 (2024), North Carolina",162293,226,1647,12736,23,137293,6244,0.14,1.01,7.85,0.01,84.6,3.85
"State Senate District 7 (2024), North Dakota",12971,42,40,180,0,12317,130,0.32,0.31,1.39,0.0,94.96,1.0
"State Senate District 7 (2024), Ohio",268727,220,10492,22720,244,221678,7457,0.08,3.9,8.45,0.09,82.49,2.77
"State Senate District 7 (2024), Oklahoma",63355,7505,377,1257,25,44476,2243,11.85,0.6,1.98,0.04,70.2,3.54
"State Senate District 7 (2024), Oregon",108266,693,2659,1553,343,89090,8867,0.64,2.46,1.43,0.32,82.29,8.19
"State Senate District 7 (2024), Pennsylvania",205189,334,6231,106689,61,76749,8609,0.16,3.04,52.0,0.03,37.4,4.2
"State Senate District 7 (2024), Puerto Rico",335512,3,85,615,26,2559,332161,0.0,0.03,0.18,0.01,0.76,99.0
"State Senate District 7 (2024), Rhode Island",18242,0,766,2550,1,5449,8980,0.0,4.2,13.98,0.01,29.87,49.23
"State Senate District 7 (2024), South Carolina",80244,129,807,28728,26,41775,6379,0.16,1.01,35.8,0.03,52.06,7.95
"State Senate District 7 (2024), South Dakota",20997,227,242,92,0,19515,595,1.08,1.15,0.44,0.0,92.94,2.83
"State Senate District 7 (2024), Tennessee",159579,96,2743,10198,259,137466,4500,0.06,1.72,6.39,0.16,86.14,2.82
"State Senate District 7 (2024), Texas",627372,725,54173,86311,320,316649,155253,0.12,8.63,13.76,0.05,50.47,24.75
"State Senate District 7 (2024), Utah",80118,256,1396,796,296,68825,6836,0.32,1.74,0.99,0.37,85.9,8.53
"State Senate District 7 (2024), Virginia",172845,167,807,19047,23,145627,4565,0.1,0.47,11.02,0.01,84.25,2.64
"State Senate District 7 (2024), West Virginia",76599,44,161,878,1,73699,418,0.06,0.21,1.15,0.0,96.21,0.55
"State Senate District 7 (2024), Wisconsin",140360,633,3300,7222,24,113030,11911,0.45,2.35,5.15,0.02,80.53,8.49
"State Senate District 7 (2024), Wyoming",14778,45,134,517,22,12038,1757,0.3,0.91,3.5,0.15,81.46,11.89
"State Senate District 8 (2024), Alabama",114984,707,621,8444,4,97365,3809,0.61,0.54,7.34,0.0,84.68,3.31
"State Senate District 8 (2024), Arizona",191796,5694,6461,11570,534,117324,41376,2.97,3.37,6.03,0.28,61.17,21.57
"State Senate District 8 (2024), Arkansas",63995,78,282,35047,156,26403,983,0.12,0.44,54.77,0.24,41.26,1.54
"State Senate District 8 (2024), California",648675,1568,140666,82240,10192,237088,143672,0.24,21.69,12.68,1.57,36.55,22.15
"State Senate District 8 (2024), Colorado",123322,559,1133,844,181,104817,13758,0.45,0.92,0.68,0.15,84.99,11.16
"State Senate District 8 (2024), Connecticut",74229,20,2532,1783,0,64676,3795,0.03,3.41,2.4,0.0,87.13,5.11
"State Senate District 8 (2024), Delaware",37147,24,1771,2846,1,28835,2545,0.06,4.77,7.66,0.0,77.62,6.85
"State Senate District 8 (2024), Florida",448217,811,6665,45494,198,326025,61384,0.18,1.49,10.15,0.04,72.74,13.7
"State Senate District 8 (2024), Georgia",141738,225,1330,42579,49,88293,6666,0.16,0.94,30.04,0.03,62.29,4.7
"State Senate District 8 (2024), Hawaii",53754,48,16071,492,4823,18346,4556,0.09,29.9,0.92,8.97,34.13,8.48
"State Senate District 8 (2024), Idaho",41506,174,650,605,97,35466,3288,0.42,1.57,1.46,0.23,85.45,7.92
"State Senate District 8 (2024), Illinois",142604,93,30997,7529,41,82834,17756,0.07,21.74,5.28,0.03,58.09,12.45
"State Senate District 8 (2024), Indiana",100491,61,240,1535,14,92465,4491,0.06,0.24,1.53,0.01,92.01,4.47
"State Senate District 8 (2024), Iowa",48424,35,132,134,16,46142,1048,0.07,0.27,0.28,0.03,95.29,2.16
"State Senate District 8 (2024), Kansas",59169,21,2185,3461,13,48668,3453,0.04,3.69,5.85,0.02,82.25,5.84
"State Senate District 8 (2024), Kentucky",89963,140,879,2881,17,82425,1412,0.16,0.98,3.2,0.02,91.62,1.57
"State Senate District 8 (2024), Louisiana",84224,359,3874,22753,24,47969,7000,0.43,4.6,27.01,0.03,56.95,8.31
"State Senate District 8 (2024), Maine",32828,569,384,207,2,30135,771,1.73,1.17,0.63,0.01,91.8,2.35
"State Senate District 8 (2024), Maryland",91305,166,5571,29598,95,50006,3746,0.18,6.1,32.42,0.1,54.77,4.1
"State Senate District 8 (2024), Michigan",202456,160,3795,82283,49,106233,4780,0.08,1.87,40.64,0.02,52.47,2.36
"State Senate District 8 (2024), Minnesota",69480,922,996,1417,12,62707,1276,1.33,1.43,2.04,0.02,90.25,1.84
"State Senate District 8 (2024), Mississippi",44734,64,61,13701,4,29260,839,0.14,0.14,30.63,0.01,65.41,1.88
"State Senate District 8 (2024), Missouri",132973,164,1944,10692,187,110706,6128,0.12,1.46,8.04,0.14,83.25,4.61
"State Senate District 8 (2024), Montana",15138,8124,58,46,16,6003,314,53.67,0.38,0.3,0.11,39.66,2.07
"State Senate District 8 (2024), Nebraska",30660,47,524,3156,1,24559,1339,0.15,1.71,10.29,0.0,80.1,4.37
"State Senate District 8 (2024), Nevada",110308,338,15996,10790,756,60810,16490,0.31,14.5,9.78,0.69,55.13,14.95
"State Senate District 8 (2024), New Hampshire",45724,28,195,348,7,43312,860,0.06,0.43,0.76,0.02,94.72,1.88
"State Senate District 8 (2024), New Jersey",179478,58,6763,18017,63,135142,14325,0.03,3.77,10.04,0.04,75.3,7.98
"State Senate District 8 (2024), New Mexico",39924,570,136,442,2,13919,24328,1.43,0.34,1.11,0.01,34.86,60.94
"State Senate District 8 (2024), New York",248075,80,5932,7103,0,206022,25678,0.03,2.39,2.86,0.0,83.05,10.35
"State Senate District 8 (2024), North Carolina",191000,1573,1126,29560,52,147993,6450,0.82,0.59,15.48,0.03,77.48,3.38
"State Senate District 8 (2024), North Dakota",12746,134,18,12,0,11944,336,1.05,0.14,0.09,0.0,93.71,2.64
"State Senate District 8 (2024), Ohio",263431,525,3639,40169,70,206394,4157,0.2,1.38,15.25,0.03,78.35,1.58
"State Senate District 8 (2024), Oklahoma",63230,9100,405,3622,21,42392,1877,14.39,0.64,5.73,0.03,67.04,2.97
"State Senate District 8 (2024), Oregon",107590,376,4036,1011,140,89858,8571,0.35,3.75,0.94,0.13,83.52,7.97
"State Senate District 8 (2024), Pennsylvania",183279,226,9641,102854,3,57931,6856,0.12,5.26,56.12,0.0,31.61,3.74
"State Senate District 8 (2024), Puerto Rico",329444,0,327,489,0,2355,326129,0.0,0.1,0.15,0.0,0.71,98.99
"State Senate District 8 (2024), Rhode Island",19873,3,56,3224,3,12145,3677,0.02,0.28,16.22,0.02,61.11,18.5
"State Senate District 8 (2024), South Carolina",90500,255,2028,11877,28,68208,5473,0.28,2.24,13.12,0.03,75.37,6.05
"State Senate District 8 (2024), South Dakota",19643,234,115,107,17,18603,353,1.19,0.59,0.54,0.09,94.71,1.8
"State Senate District 8 (2024), Tennessee",168662,173,774,1858,103,158543,4235,0.1,0.46,1.1,0.06,94.0,2.51
"State Senate District 8 (2024), Texas",699462,1553,72629,75161,522,440221,92909,0.22,10.38,10.75,0.07,62.94,13.28
"State Senate District 8 (2024), Utah",76474,61,1733,811,917,64630,6511,0.08,2.27,1.06,1.2,84.51,8.51
"State Senate District 8 (2024), Virginia",169765,176,1699,26304,42,133537,4380,0.1,1.0,15.49,0.02,78.66,2.58
"State Senate District 8 (2024), West Virginia",78386,18,364,4279,47,70110,903,0.02,0.46,5.46,0.06,89.44,1.15
"State Senate District 8 (2024), Wisconsin",136080,175,4368,6138,13,118889,4269,0.13,3.21,4.51,0.01,87.37,3.14
"State Senate District 8 (2024), Wyoming",14309,95,222,308,0,10572,2628,0.66,1.55,2.15,0.0,73.88,18.37
"State Senate District 9 (2024), Alabama",108130,350,1163,4292,117,92246,7487,0.32,1.08,3.97,0.11,85.31,6.92
"State Senate District 9 (2024), Arizona",160575,3411,3515,8068,264,96728,42925,2.12,2.19,5.02,0.16,60.24,26.73
"State Senate District 9 (2024), Arkansas",61323,78,212,33570,0,24223,1013,0.13,0.35,54.74,0.0,39.5,1.65
"State Senate District 9 (2024), California",669628,1489,139435,51356,3498,318156,127875,0.22,20.82,7.67,0.52,47.51,19.1
"State Senate District 9 (2024), Colorado",127449,237,4336,4075,227,103392,11006,0.19,3.4,3.2,0.18,81.12,8.64
"State Senate District 9 (2024), Connecticut",80287,21,4026,5411,10,61417,7089,0.03,5.01,6.74,0.01,76.5,8.83
"State Senate District 9 (2024), Delaware",32979,5,1687,5522,9,21752,3365,0.02,5.12,16.74,0.03,65.96,10.2
"State Senate District 9 (2024), Florida",439627,490,9077,57552,175,307259,55716,0.11,2.06,13.09,0.04,69.89,12.67
"State Senate District 9 (2024), Georgia",122516,113,15379,41832,47,45382,16586,0.09,12.55,34.14,0.04,37.04,13.54
"State Senate District 9 (2024), Hawaii",41278,41,21388,368,1830,9566,1763,0.1,51.81,0.89,4.43,23.17,4.27
"State Senate District 9 (2024), Idaho",39506,105,430,83,22,32502,5247,0.27,1.09,0.21,0.06,82.27,13.28
"State Senate District 9 (2024), Illinois",148934,72,18374,12014,43,103636,11268,0.05,12.34,8.07,0.03,69.59,7.57
"State Senate District 9 (2024), Indiana",97821,32,815,3131,0,86422,5330,0.03,0.83,3.2,0.0,88.35,5.45
"State Senate District 9 (2024), Iowa",48788,78,114,518,37,46218,958,0.16,0.23,1.06,0.08,94.73,1.96
"State Senate District 9 (2024), Kansas",56373,128,711,1248,14,49324,3471,0.23,1.26,2.21,0.02,87.5,6.16
"State Senate District 9 (2024), Kentucky",92719,75,997,4944,21,81541,2406,0.08,1.08,5.33,0.02,87.94,2.59
"State Senate District 9 (2024), Louisiana",89872,48,2248,10556,0,66835,7561,0.05,2.5,11.75,0.0,74.37,8.41
"State Senate District 9 (2024), Maine",31085,167,231,628,5,28892,610,0.54,0.74,2.02,0.02,92.95,1.96
"State Senate District 9 (2024), Maryland",88703,211,18261,7762,71,55772,4375,0.24,20.59,8.75,0.08,62.87,4.93
"State Senate District 9 (2024), Michigan",187406,320,24291,9507,143,144496,4177,0.17,12.96,5.07,0.08,77.1,2.23
"State Senate District 9 (2024), Minnesota",65614,261,326,436,13,62122,1389,0.4,0.5,0.66,0.02,94.68,2.12
"State Senate District 9 (2024), Mississippi",48505,57,670,10398,0,35226,1479,0.12,1.38,21.44,0.0,72.62,3.05
"State Senate District 9 (2024), Missouri",130348,163,1038,71594,48,46160,7245,0.13,0.8,54.93,0.04,35.41,5.56
"State Senate District 9 (2024), Montana",17448,523,83,81,0,15904,390,3.0,0.48,0.46,0.0,91.15,2.24
"State Senate District 9 (2024), Nebraska",31627,57,685,1950,0,25126,2457,0.18,2.17,6.17,0.0,79.44,7.77
"State Senate District 9 (2024), Nevada",107997,533,22045,12052,1434,48095,19342,0.49,20.41,11.16,1.33,44.53,17.91
"State Senate District 9 (2024), New Hampshire",43970,13,1346,138,3,40620,1179,0.03,3.06,0.31,0.01,92.38,2.68
"State Senate District 9 (2024), New Jersey",197097,21,2922,4601,13,173694,13719,0.01,1.48,2.33,0.01,88.13,6.96
"State Senate District 9 (2024), New Mexico",42398,2071,339,847,3,22075,16494,4.88,0.8,2.0,0.01,52.07,38.9
"State Senate District 9 (2024), New York",232394,31,23289,33183,13,134883,36925,0.01,10.02,14.28,0.01,58.04,15.89
"State Senate District 9 (2024), North Carolina",150189,1509,675,35857,39,99503,9701,1.0,0.45,23.87,0.03,66.25,6.46
"State Senate District 9 (2024), North Dakota",11305,7425,52,42,6,3274,105,65.68,0.46,0.37,0.05,28.96,0.93
"State Senate District 9 (2024), Ohio",263860,279,4136,86089,89,154498,8145,0.11,1.57,32.63,0.03,58.55,3.09
"State Senate District 9 (2024), Oklahoma",60767,12541,372,4954,2,34193,2817,20.64,0.61,8.15,0.0,56.27,4.64
"State Senate District 9 (2024), Oregon",103731,619,1289,763,274,85563,11606,0.6,1.24,0.74,0.26,82.49,11.19
"State Senate District 9 (2024), Pennsylvania",190344,61,6891,29207,57,140405,10369,0.03,3.62,15.34,0.03,73.76,5.45
"State Senate District 9 (2024), Rhode Island",23599,23,440,463,1,20555,1708,0.1,1.86,1.96,0.0,87.1,7.24
"State Senate District 9 (2024), South Carolina",89424,307,965,19543,60,63238,3222,0.34,1.08,21.85,0.07,70.72,3.6
"State Senate District 9 (2024), South Dakota",19978,96,260,1137,64,17257,514,0.48,1.3,5.69,0.32,86.38,2.57
"State Senate District 9 (2024), Tennessee",165612,180,666,3389,28,152636,5947,0.11,0.4,2.05,0.02,92.16,3.59
