geoname,Total,American Indian or Alaska Native Alone,Asian Alone,Black or African American Alone,Native Hawaiian or Other Pacific Islander Alone,White Alone,Hispanic or Latino,American Indian or Alaska Native Alone %,Asian Alone %,Black or African American Alone %,Native Hawaiian or Other Pacific Islander Alone %,White Alone %,Hispanic or Latino %
"State Senate District 41 (2024), Illinois",158028,37,12784,5374,0,125418,11545,0.02,8.09,3.4,0.0,79.36,7.31
"State Senate District 41 (2024), Indiana",99983,39,2568,2225,11,89964,3568,0.04,2.57,2.23,0.01,89.98,3.57
"State Senate District 41 (2024), Iowa",48259,34,599,2694,0,41081,3138,0.07,1.24,5.58,0.0,85.13,6.5
"State Senate District 41 (2024), Maryland",94003,93,1258,62994,1,23936,3325,0.1,1.34,67.01,0.0,25.46,3.54
"State Senate District 41 (2024), Minnesota",65771,198,2555,2002,44,57430,2392,0.3,3.88,3.04,0.07,87.32,3.64
"State Senate District 41 (2024), Mississippi",46287,70,98,14034,66,30976,618,0.15,0.21,30.32,0.14,66.92,1.34
"State Senate District 41 (2024), Montana",18094,320,39,177,1,16373,554,1.77,0.22,0.98,0.01,90.49,3.06
"State Senate District 41 (2024), Nebraska",28911,48,30,53,32,27437,984,0.17,0.1,0.18,0.11,94.9,3.4
"State Senate District 41 (2024), New Mexico",29271,111,145,1250,4,10127,17277,0.38,0.5,4.27,0.01,34.6,59.02
"State Senate District 41 (2024), New York",259078,129,4284,11571,99,219421,17998,0.05,1.65,4.47,0.04,84.69,6.95
"State Senate District 41 (2024), North Carolina",164623,289,6689,71072,10,71742,10668,0.18,4.06,43.17,0.01,43.58,6.48
"State Senate District 41 (2024), North Dakota",12682,58,188,387,0,11457,440,0.46,1.48,3.05,0.0,90.34,3.47
"State Senate District 41 (2024), Oklahoma",61973,737,1779,3168,26,50847,2197,1.19,2.87,5.11,0.04,82.05,3.55
"State Senate District 41 (2024), Pennsylvania",203556,33,824,4478,12,193348,2506,0.02,0.4,2.2,0.01,94.99,1.23
"State Senate District 41 (2024), South Carolina",81641,266,1314,18059,8,56335,3801,0.33,1.61,22.12,0.01,69.0,4.66
"State Senate District 42 (2024), Georgia",147543,161,1751,51232,5,83564,6408,0.11,1.19,34.72,0.0,56.64,4.34
"State Senate District 42 (2024), Illinois",145569,75,10573,14658,9,92708,25294,0.05,7.26,10.07,0.01,63.69,17.38
"State Senate District 42 (2024), Indiana",104927,81,299,728,0,100852,1274,0.08,0.28,0.69,0.0,96.12,1.21
"State Senate District 42 (2024), Iowa",48249,30,242,231,0,46679,543,0.06,0.5,0.48,0.0,96.75,1.13
"State Senate District 42 (2024), Maryland",94463,71,2630,6278,6,80275,3504,0.08,2.78,6.65,0.01,84.98,3.71
"State Senate District 42 (2024), Minnesota",58097,211,4368,2327,2,47891,1708,0.36,7.52,4.01,0.0,82.43,2.94
"State Senate District 42 (2024), Mississippi",42437,95,206,7497,2,33530,621,0.22,0.49,17.67,0.0,79.01,1.46
"State Senate District 42 (2024), Montana",17298,117,87,17,1,16097,594,0.68,0.5,0.1,0.01,93.06,3.43
"State Senate District 42 (2024), Nebraska",28197,146,190,197,3,25645,1705,0.52,0.67,0.7,0.01,90.95,6.05
"State Senate District 42 (2024), New Mexico",33039,282,130,738,16,18567,12695,0.85,0.39,2.23,0.05,56.2,38.42
"State Senate District 42 (2024), New York",220390,288,5574,21761,26,148922,39017,0.13,2.53,9.87,0.01,67.57,17.7
"State Senate District 42 (2024), North Carolina",146786,163,6975,14799,99,113423,8264,0.11,4.75,10.08,0.07,77.27,5.63
"State Senate District 42 (2024), North Dakota",12426,146,344,222,14,10602,658,1.17,2.77,1.79,0.11,85.32,5.3
"State Senate District 42 (2024), Oklahoma",61922,1537,1287,7527,26,43766,3521,2.48,2.08,12.16,0.04,70.68,5.69
"State Senate District 42 (2024), Pennsylvania",198284,161,3447,25698,28,159727,4603,0.08,1.74,12.96,0.01,80.55,2.32
"State Senate District 42 (2024), South Carolina",82679,122,1781,39615,18,34575,4472,0.15,2.15,47.91,0.02,41.82,5.41
"State Senate District 43 (2024), Georgia",137251,251,2010,88949,0,32895,8297,0.18,1.46,64.81,0.0,23.97,6.05
"State Senate District 43 (2024), Illinois",150921,32,5908,23333,28,84302,34518,0.02,3.91,15.46,0.02,55.86,22.87
"State Senate District 43 (2024), Indiana",104002,70,254,431,15,99932,1489,0.07,0.24,0.41,0.01,96.09,1.43
"State Senate District 43 (2024), Iowa",47221,64,2315,2653,19,38757,2097,0.14,4.9,5.62,0.04,82.08,4.44
"State Senate District 43 (2024), Maryland",98279,134,3576,47436,18,39706,4749,0.14,3.64,48.27,0.02,40.4,4.83
"State Senate District 43 (2024), Minnesota",61524,153,1900,7356,10,46954,3473,0.25,3.09,11.96,0.02,76.32,5.64
"State Senate District 43 (2024), Mississippi",42387,163,70,9512,1,31135,433,0.38,0.17,22.44,0.0,73.45,1.02
"State Senate District 43 (2024), Montana",18546,134,37,0,0,17626,387,0.72,0.2,0.0,0.0,95.04,2.09
"State Senate District 43 (2024), Nebraska",29822,771,246,137,2,27368,766,2.59,0.82,0.46,0.01,91.77,2.57
"State Senate District 43 (2024), New York",246016,117,7323,14198,105,208546,10449,0.05,2.98,5.77,0.04,84.77,4.25
"State Senate District 43 (2024), North Carolina",162196,280,2412,29410,35,116453,9496,0.17,1.49,18.13,0.02,71.8,5.85
"State Senate District 43 (2024), North Dakota",12418,180,254,440,0,10890,383,1.45,2.05,3.54,0.0,87.7,3.08
"State Senate District 43 (2024), Oklahoma",65299,2808,261,1504,20,52063,4184,4.3,0.4,2.3,0.03,79.73,6.41
"State Senate District 43 (2024), Pennsylvania",197450,113,7189,44575,69,132417,7187,0.06,3.64,22.58,0.03,67.06,3.64
"State Senate District 43 (2024), South Carolina",95761,56,1042,11178,18,78261,3723,0.06,1.09,11.67,0.02,81.73,3.89
"State Senate District 44 (2024), Georgia",136899,191,6244,69462,32,49255,7623,0.14,4.56,50.74,0.02,35.98,5.57
"State Senate District 44 (2024), Illinois",161179,100,2014,5340,68,147240,3424,0.06,1.25,3.31,0.04,91.35,2.12
"State Senate District 44 (2024), Indiana",100528,65,623,688,15,94859,2467,0.06,0.62,0.68,0.01,94.36,2.45
"State Senate District 44 (2024), Iowa",48194,48,388,774,4,44679,1410,0.1,0.81,1.61,0.01,92.71,2.93
"State Senate District 44 (2024), Maryland",96362,121,5915,42747,14,40209,4878,0.13,6.14,44.36,0.01,41.73,5.06
"State Senate District 44 (2024), Minnesota",60403,358,9437,4381,11,41888,2818,0.59,15.62,7.25,0.02,69.35,4.67
"State Senate District 44 (2024), Mississippi",41550,43,412,9236,0,30215,883,0.1,0.99,22.23,0.0,72.72,2.13
"State Senate District 44 (2024), Montana",19197,112,78,104,6,17563,935,0.58,0.41,0.54,0.03,91.49,4.87
"State Senate District 44 (2024), Nebraska",26792,62,191,914,25,20724,4371,0.23,0.71,3.41,0.09,77.35,16.31
"State Senate District 44 (2024), New York",256506,391,8710,13432,216,216353,12026,0.15,3.4,5.24,0.08,84.35,4.69
"State Senate District 44 (2024), North Carolina",160766,231,1032,18691,95,131781,5234,0.14,0.64,11.63,0.06,81.97,3.26
"State Senate District 44 (2024), North Dakota",15561,30,252,493,0,14042,432,0.19,1.62,3.17,0.0,90.24,2.78
"State Senate District 44 (2024), Oklahoma",43878,1409,1071,4171,111,18858,16536,3.21,2.44,9.51,0.25,42.98,37.69
"State Senate District 44 (2024), Pennsylvania",200239,74,9842,8424,69,169513,8574,0.04,4.92,4.21,0.03,84.66,4.28
"State Senate District 44 (2024), South Carolina",82490,139,2262,12118,89,62207,3821,0.17,2.74,14.69,0.11,75.41,4.63
"State Senate District 45 (2024), Georgia",132559,156,11149,28168,42,75791,14247,0.12,8.41,21.25,0.03,57.18,10.75
"State Senate District 45 (2024), Illinois",165923,210,1346,5241,23,147909,7646,0.13,0.81,3.16,0.01,89.14,4.61
"State Senate District 45 (2024), Indiana",105904,12,926,7377,37,90848,3674,0.01,0.87,6.97,0.03,85.78,3.47
"State Senate District 45 (2024), Iowa",52881,7,2187,3461,0,42046,3490,0.01,4.14,6.54,0.0,79.51,6.6
"State Senate District 45 (2024), Maryland",89538,245,590,66647,35,16797,2716,0.27,0.66,74.43,0.04,18.76,3.03
"State Senate District 45 (2024), Minnesota",63235,108,1461,863,3,58468,1351,0.17,2.31,1.36,0.0,92.46,2.14
"State Senate District 45 (2024), Mississippi",47366,11,545,12032,157,32315,1030,0.02,1.15,25.4,0.33,68.22,2.17
"State Senate District 45 (2024), Montana",17408,72,249,53,6,15878,489,0.41,1.43,0.3,0.03,91.21,2.81
"State Senate District 45 (2024), Nebraska",27110,85,827,1824,38,20447,2943,0.31,3.05,6.73,0.14,75.42,10.86
"State Senate District 45 (2024), New York",257371,2997,1690,6478,74,236458,6104,1.16,0.66,2.52,0.03,91.87,2.37
"State Senate District 45 (2024), North Carolina",167847,182,4727,11809,41,137620,9872,0.11,2.82,7.04,0.02,81.99,5.88
"State Senate District 45 (2024), North Dakota",13585,100,119,201,6,12377,479,0.74,0.88,1.48,0.04,91.11,3.53
"State Senate District 45 (2024), Oklahoma",60121,1655,3026,3757,134,39391,8216,2.75,5.03,6.25,0.22,65.52,13.67
"State Senate District 45 (2024), Pennsylvania",193954,75,3267,25921,3,156574,3473,0.04,1.68,13.36,0.0,80.73,1.79
"State Senate District 45 (2024), South Carolina",81514,70,340,35409,16,39683,3684,0.09,0.42,43.44,0.02,48.68,4.52
"State Senate District 46 (2024), Georgia",145913,286,4038,26845,25,101364,8908,0.2,2.77,18.4,0.02,69.47,6.11
"State Senate District 46 (2024), Illinois",165537,63,3115,27609,23,121465,8582,0.04,1.88,16.68,0.01,73.38,5.18
"State Senate District 46 (2024), Indiana",98956,149,1336,16825,21,68619,8491,0.15,1.35,17.0,0.02,69.34,8.58
"State Senate District 46 (2024), Iowa",48045,50,399,684,2,44644,1656,0.1,0.83,1.42,0.0,92.92,3.45
"State Senate District 46 (2024), Maryland",85611,108,3047,23876,0,49212,6750,0.13,3.56,27.89,0.0,57.48,7.88
"State Senate District 46 (2024), Minnesota",65736,67,1940,3684,1,55397,2504,0.1,2.95,5.6,0.0,84.27,3.81
"State Senate District 46 (2024), Mississippi",45417,96,206,3325,0,39283,1723,0.21,0.45,7.32,0.0,86.49,3.79
"State Senate District 46 (2024), Montana",17791,1957,132,72,1,13707,972,11.0,0.74,0.4,0.01,77.04,5.46
"State Senate District 46 (2024), Nebraska",29644,125,1665,1716,0,22460,2431,0.42,5.62,5.79,0.0,75.77,8.2
"State Senate District 46 (2024), New York",245958,109,7541,24050,44,191915,17545,0.04,3.07,9.78,0.02,78.03,7.13
"State Senate District 46 (2024), North Carolina",156280,256,2436,6867,23,137467,6347,0.16,1.56,4.39,0.01,87.96,4.06
"State Senate District 46 (2024), North Dakota",11995,51,348,598,4,10483,272,0.43,2.9,4.99,0.03,87.39,2.27
"State Senate District 46 (2024), Oklahoma",57561,2356,1795,9941,20,30361,9283,4.09,3.12,17.27,0.03,52.75,16.13
"State Senate District 46 (2024), Pennsylvania",199252,18,1590,5876,5,186073,2762,0.01,0.8,2.95,0.0,93.39,1.39
"State Senate District 46 (2024), South Carolina",93828,12,702,5867,1,79853,6186,0.01,0.75,6.25,0.0,85.11,6.59
"State Senate District 47 (2024), Georgia",146178,91,3417,25010,0,104993,9362,0.06,2.34,17.11,0.0,71.83,6.4
"State Senate District 47 (2024), Illinois",167655,198,969,3199,42,156933,4102,0.12,0.58,1.91,0.03,93.6,2.45
"State Senate District 47 (2024), Indiana",102133,27,469,2425,32,95100,2031,0.03,0.46,2.37,0.03,93.11,1.99
"State Senate District 47 (2024), Iowa",46325,22,1477,1064,10,41023,1879,0.05,3.19,2.3,0.02,88.55,4.06
"State Senate District 47 (2024), Maryland",64027,19,1974,39707,0,6319,14305,0.03,3.08,62.02,0.0,9.87,22.34
"State Senate District 47 (2024), Minnesota",61869,65,6510,4166,92,47530,2625,0.11,10.52,6.73,0.15,76.82,4.24
"State Senate District 47 (2024), Mississippi",45316,176,843,4219,1,37311,1366,0.39,1.86,9.31,0.0,82.34,3.01
"State Senate District 47 (2024), Montana",17427,186,91,0,46,15939,614,1.07,0.52,0.0,0.26,91.46,3.52
"State Senate District 47 (2024), Nebraska",29741,333,153,178,45,26279,2263,1.12,0.51,0.6,0.15,88.36,7.61
"State Senate District 47 (2024), New York",232819,164,22523,13478,112,157521,31299,0.07,9.67,5.79,0.05,67.66,13.44
"State Senate District 47 (2024), North Carolina",171114,278,929,3225,62,158168,5803,0.16,0.54,1.88,0.04,92.43,3.39
"State Senate District 47 (2024), North Dakota",11430,173,51,48,15,10621,265,1.51,0.45,0.42,0.13,92.92,2.32
"State Senate District 47 (2024), Oklahoma",62037,1015,3213,8055,2,42702,3452,1.64,5.18,12.98,0.0,68.83,5.56
"State Senate District 47 (2024), Pennsylvania",203051,56,1336,8298,8,186992,3507,0.03,0.66,4.09,0.0,92.09,1.73
"State Senate District 48 (2024), Georgia",117390,82,27383,10582,5,69539,7357,0.07,23.33,9.01,0.0,59.24,6.27
"State Senate District 48 (2024), Illinois",163696,110,2179,26486,94,125764,4126,0.07,1.33,16.18,0.06,76.83,2.52
"State Senate District 48 (2024), Indiana",105000,116,308,1217,23,99200,2491,0.11,0.29,1.16,0.02,94.48,2.37
"State Senate District 48 (2024), Iowa",46073,40,209,678,1,40126,4110,0.09,0.45,1.47,0.0,87.09,8.92
"State Senate District 48 (2024), Minnesota",63637,79,1566,991,46,57226,2311,0.12,2.46,1.56,0.07,89.93,3.63
"State Senate District 48 (2024), Mississippi",46399,150,684,13689,15,28703,1772,0.32,1.47,29.5,0.03,61.86,3.82
"State Senate District 48 (2024), Montana",17777,536,174,50,5,15925,489,3.02,0.98,0.28,0.03,89.58,2.75
"State Senate District 48 (2024), Nebraska",29477,277,158,205,5,23454,4924,0.94,0.54,0.7,0.02,79.57,16.7
"State Senate District 48 (2024), New York",245581,933,6298,28628,32,190808,12151,0.38,2.56,11.66,0.01,77.7,4.95
"State Senate District 48 (2024), North Carolina",158469,332,1258,7321,175,138272,7698,0.21,0.79,4.62,0.11,87.25,4.86
"State Senate District 48 (2024), Oklahoma",60052,1145,698,27825,6,21880,4477,1.91,1.16,46.33,0.01,36.44,7.46
"State Senate District 48 (2024), Pennsylvania",207938,74,2109,3642,18,181813,17837,0.04,1.01,1.75,0.01,87.44,8.58
"State Senate District 49 (2024), Georgia",132919,32,2789,10884,1,98252,18296,0.02,2.1,8.19,0.0,73.92,13.76
"State Senate District 49 (2024), Illinois",152346,79,11403,18381,3,92615,27041,0.05,7.48,12.07,0.0,60.79,17.75
"State Senate District 49 (2024), Indiana",104201,129,754,6191,14,91800,2062,0.12,0.72,5.94,0.01,88.1,1.98
"State Senate District 49 (2024), Iowa",49427,111,662,4495,46,38355,3802,0.22,1.34,9.09,0.09,77.6,7.69
"State Senate District 49 (2024), Minnesota",60346,39,4574,2876,0,49321,1822,0.06,7.58,4.77,0.0,81.73,3.02
"State Senate District 49 (2024), Mississippi",45944,49,877,12295,0,28773,2270,0.11,1.91,26.76,0.0,62.63,4.94
"State Senate District 49 (2024), Montana",18445,324,428,27,2,16676,571,1.76,2.32,0.15,0.01,90.41,3.1
"State Senate District 49 (2024), Nebraska",28780,22,763,520,32,25738,1324,0.08,2.65,1.81,0.11,89.43,4.6
"State Senate District 49 (2024), New York",244858,255,1890,6372,308,223085,8327,0.1,0.77,2.6,0.13,91.11,3.4
"State Senate District 49 (2024), North Carolina",164354,79,1807,10043,84,140780,7214,0.05,1.1,6.11,0.05,85.66,4.39
"State Senate District 49 (2024), Pennsylvania",201923,193,2194,12931,2,175753,7257,0.1,1.09,6.4,0.0,87.04,3.59
"State Senate District 5 (2024), Alabama",104412,106,228,6832,26,94031,1302,0.1,0.22,6.54,0.02,90.06,1.25
"State Senate District 5 (2024), Arizona",176597,4329,5307,11628,467,102354,46649,2.45,3.01,6.58,0.26,57.96,26.42
"State Senate District 5 (2024), Arkansas",64501,398,494,577,10,57812,3006,0.62,0.77,0.89,0.02,89.63,4.66
"State Senate District 5 (2024), California",650165,1864,128743,45045,3690,255933,190142,0.29,19.8,6.93,0.57,39.36,29.25
"State Senate District 5 (2024), Colorado",123485,452,889,711,89,100647,18262,0.37,0.72,0.58,0.07,81.51,14.79
"State Senate District 5 (2024), Connecticut",73222,11,4393,4300,1,56318,6707,0.02,6.0,5.87,0.0,76.91,9.16
"State Senate District 5 (2024), Delaware",34313,4,1803,5147,88,24977,1218,0.01,5.25,15.0,0.26,72.79,3.55
"State Senate District 5 (2024), Florida",402631,370,12417,160443,224,182321,34408,0.09,3.08,39.85,0.06,45.28,8.55
"State Senate District 5 (2024), Georgia",94258,141,12573,33188,103,22238,23530,0.15,13.34,35.21,0.11,23.59,24.96
"State Senate District 5 (2024), Hawaii",38120,25,17030,530,4218,6481,2610,0.07,44.67,1.39,11.07,17.0,6.85
"State Senate District 5 (2024), Idaho",42244,530,255,38,0,38118,2421,1.25,0.6,0.09,0.0,90.23,5.73
"State Senate District 5 (2024), Illinois",164363,67,10804,66121,68,66942,16356,0.04,6.57,40.23,0.04,40.73,9.95
"State Senate District 5 (2024), Indiana",102479,72,622,2204,1,92028,6069,0.07,0.61,2.15,0.0,89.8,5.92
"State Senate District 5 (2024), Iowa",49287,44,210,384,14,46678,1360,0.09,0.43,0.78,0.03,94.71,2.76
"State Senate District 5 (2024), Kansas",57268,266,1093,7492,134,41755,4261,0.46,1.91,13.08,0.23,72.91,7.44
"State Senate District 5 (2024), Kentucky",86767,54,106,1539,11,81697,1818,0.06,0.12,1.77,0.01,94.16,2.1
"State Senate District 5 (2024), Louisiana",93079,133,1485,47730,9,35591,5657,0.14,1.6,51.28,0.01,38.24,6.08
"State Senate District 5 (2024), Maine",33678,53,215,204,8,32172,465,0.16,0.64,0.61,0.02,95.53,1.38
"State Senate District 5 (2024), Maryland",102526,75,1874,4533,12,90339,3791,0.07,1.83,4.42,0.01,88.11,3.7
"State Senate District 5 (2024), Michigan",192227,407,13611,37716,15,127833,6432,0.21,7.08,19.62,0.01,66.5,3.35
"State Senate District 5 (2024), Minnesota",66642,340,138,421,49,62899,1503,0.51,0.21,0.63,0.07,94.38,2.26
"State Senate District 5 (2024), Mississippi",46800,96,253,2921,1,41525,666,0.21,0.54,6.24,0.0,88.73,1.42
"State Senate District 5 (2024), Missouri",133038,244,2857,75225,41,47127,3791,0.18,2.15,56.54,0.03,35.42,2.85
"State Senate District 5 (2024), Montana",18075,225,277,39,1,16585,448,1.24,1.53,0.22,0.01,91.76,2.48
"State Senate District 5 (2024), Nebraska",24398,27,273,1590,39,15042,6781,0.11,1.12,6.52,0.16,61.65,27.79
"State Senate District 5 (2024), Nevada",117896,558,10125,9481,518,74345,18366,0.47,8.59,8.04,0.44,63.06,15.58
"State Senate District 5 (2024), New Hampshire",49239,43,1608,661,14,44469,1338,0.09,3.27,1.34,0.03,90.31,2.72
"State Senate District 5 (2024), New Jersey",167117,45,5453,35783,66,85144,36410,0.03,3.26,21.41,0.04,50.95,21.79
"State Senate District 5 (2024), New Mexico",35730,2138,438,187,37,12237,20194,5.98,1.23,0.52,0.1,34.25,56.52
"State Senate District 5 (2024), New York",241435,64,27749,6253,93,177380,27622,0.03,11.49,2.59,0.04,73.47,11.44
"State Senate District 5 (2024), North Carolina",170570,233,1743,66959,74,91830,6189,0.14,1.02,39.26,0.04,53.84,3.63
"State Senate District 5 (2024), North Dakota",12652,192,233,434,1,10759,637,1.52,1.84,3.43,0.01,85.04,5.03
"State Senate District 5 (2024), Ohio",270325,74,2879,20299,18,235870,4613,0.03,1.07,7.51,0.01,87.25,1.71
"State Senate District 5 (2024), Oklahoma",60509,6987,401,2524,141,43598,2224,11.55,0.66,4.17,0.23,72.05,3.68
"State Senate District 5 (2024), Oregon",116576,1855,910,638,170,102632,5963,1.59,0.78,0.55,0.15,88.04,5.12
"State Senate District 5 (2024), Pennsylvania",177803,92,16636,23796,48,113801,20068,0.05,9.36,13.38,0.03,64.0,11.29
"State Senate District 5 (2024), Puerto Rico",339403,1,78,295,2,1661,337262,0.0,0.02,0.09,0.0,0.49,99.37
"State Senate District 5 (2024), Rhode Island",21707,0,550,2564,2,12468,5590,0.0,2.53,11.81,0.01,57.44,25.75
"State Senate District 5 (2024), South Carolina",88504,115,977,6467,8,74149,4501,0.13,1.1,7.31,0.01,83.78,5.09
"State Senate District 5 (2024), South Dakota",19684,431,118,139,1,18291,379,2.19,0.6,0.71,0.01,92.92,1.93
"State Senate District 5 (2024), Tennessee",158205,135,1448,6373,10,140817,5731,0.09,0.92,4.03,0.01,89.01,3.62
"State Senate District 5 (2024), Texas",717185,760,21588,72835,775,451552,151185,0.11,3.01,10.16,0.11,62.96,21.08
"State Senate District 5 (2024), Utah",80275,417,859,1908,224,63069,11876,0.52,1.07,2.38,0.28,78.57,14.79
"State Senate District 5 (2024), Virginia",176378,152,3128,7023,209,158762,3980,0.09,1.77,3.98,0.12,90.01,2.26
"State Senate District 5 (2024), West Virginia",84255,41,619,3245,14,77452,1060,0.05,0.73,3.85,0.02,91.93,1.26
"State Senate District 5 (2024), Wisconsin",134871,299,4421,4463,0,115117,7374,0.22,3.28,3.31,0.0,85.35,5.47
"State Senate District 5 (2024), Wyoming",13125,73,151,161,13,10582,1726,0.56,1.15,1.23,0.1,80.62,13.15
"State Senate District 50 (2024), Georgia",146139,102,1542,7555,5,125933,8144,0.07,1.06,5.17,0.0,86.17,5.57
"State Senate District 50 (2024), Illinois",167267,138,854,5615,99,154196,3711,0.08,0.51,3.36,0.06,92.19,2.22
"State Senate District 50 (2024), Indiana",102311,82,1128,5371,51,91148,1753,0.08,1.1,5.25,0.05,89.09,1.71
"State Senate District 50 (2024), Iowa",48692,107,219,1889,10,44110,1295,0.22,0.45,3.88,0.02,90.59,2.66
"State Senate District 50 (2024), Minnesota",62258,127,2842,2788,0,53212,1513,0.2,4.56,4.48,0.0,85.47,2.43
"State Senate District 50 (2024), Mississippi",43876,18,2003,8927,48,28688,2186,0.04,4.57,20.35,0.11,65.38,4.98
"State Senate District 50 (2024), Montana",18254,99,161,110,0,16079,1305,0.54,0.88,0.6,0.0,88.08,7.15
"State Senate District 50 (2024), New York",244768,428,4250,6934,40,220327,7932,0.17,1.74,2.83,0.02,90.01,3.24
"State Senate District 50 (2024), North Carolina",180419,6153,881,3510,69,161072,4852,3.41,0.49,1.95,0.04,89.28,2.69
"State Senate District 50 (2024), Pennsylvania",208425,103,697,7407,37,194178,2697,0.05,0.33,3.55,0.02,93.16,1.29
"State Senate District 51 (2024), Georgia",160732,174,903,1649,63,148907,5930,0.11,0.56,1.03,0.04,92.64,3.69
"State Senate District 51 (2024), Illinois",165569,147,938,3444,13,153197,4483,0.09,0.57,2.08,0.01,92.53,2.71
"State Senate District 51 (2024), Minnesota",61326,327,3051,6874,0,42976,6095,0.53,4.98,11.21,0.0,70.08,9.94
"State Senate District 51 (2024), Mississippi",44825,166,952,9908,15,30140,1804,0.37,2.12,22.1,0.03,67.24,4.02
"State Senate District 51 (2024), New York",257396,266,2678,9943,121,222280,17592,0.1,1.04,3.86,0.05,86.36,6.83
"State Senate District 52 (2024), Georgia",145467,134,1161,16856,273,114074,9785,0.09,0.8,11.59,0.19,78.42,6.73
"State Senate District 52 (2024), Illinois",160559,138,9920,25450,0,111631,9733,0.09,6.18,15.85,0.0,69.53,6.06
"State Senate District 52 (2024), Minnesota",62695,92,4210,5440,7,48251,2737,0.15,6.72,8.68,0.01,76.96,4.37
"State Senate District 52 (2024), Mississippi",44666,299,588,9279,1,28978,3901,0.67,1.32,20.77,0.0,64.88,8.73
"State Senate District 52 (2024), New York",248324,191,11360,10838,47,208338,12143,0.08,4.57,4.36,0.02,83.9,4.89
"State Senate District 53 (2024), Georgia",148554,163,1277,5582,32,132845,4330,0.11,0.86,3.76,0.02,89.43,2.91
"State Senate District 53 (2024), Illinois",162164,83,1031,2732,12,148990,7499,0.05,0.64,1.68,0.01,91.88,4.62
"State Senate District 53 (2024), Minnesota",64398,133,2021,2761,24,51745,6296,0.21,3.14,4.29,0.04,80.35,9.78
"State Senate District 53 (2024), New York",244697,474,4939,9774,37,214793,10805,0.19,2.02,3.99,0.02,87.78,4.42
"State Senate District 54 (2024), Georgia",132674,22,1215,4767,172,102397,21802,0.02,0.92,3.59,0.13,77.18,16.43
"State Senate District 54 (2024), Illinois",166796,115,783,2536,17,158806,2414,0.07,0.47,1.52,0.01,95.21,1.45
"State Senate District 54 (2024), Minnesota",61831,603,4485,2764,10,49434,2937,0.98,7.25,4.47,0.02,79.95,4.75
"State Senate District 54 (2024), New York",249864,117,2125,6496,58,227905,9206,0.05,0.85,2.6,0.02,91.21,3.68
"State Senate District 55 (2024), Georgia",142668,153,6854,90793,85,34280,7777,0.11,4.8,63.64,0.06,24.03,5.45
"State Senate District 55 (2024), Illinois",166734,343,806,4278,37,154847,2964,0.21,0.48,2.57,0.02,92.87,1.78
"State Senate District 55 (2024), Minnesota",61851,123,3181,6284,10,47010,3239,0.2,5.14,10.16,0.02,76.01,5.24
"State Senate District 55 (2024), New York",248350,158,5224,24064,33,192267,21002,0.06,2.1,9.69,0.01,77.42,8.46
"State Senate District 56 (2024), Georgia",136169,52,6627,9283,86,109168,8130,0.04,4.87,6.82,0.06,80.17,5.97
"State Senate District 56 (2024), Illinois",167412,230,1501,17530,34,135481,6850,0.14,0.9,10.47,0.02,80.93,4.09
"State Senate District 56 (2024), Minnesota",60899,35,3284,4047,45,49532,1987,0.06,5.39,6.65,0.07,81.33,3.26
"State Senate District 56 (2024), New York",241415,272,9037,45731,18,157234,22226,0.11,3.74,18.94,0.01,65.13,9.21
"State Senate District 57 (2024), Illinois",161836,354,1645,48925,23,99777,5067,0.22,1.02,30.23,0.01,61.65,3.13
"State Senate District 57 (2024), Minnesota",62681,161,2471,2977,0,53442,2585,0.26,3.94,4.75,0.0,85.26,4.12
"State Senate District 57 (2024), New York",252272,1570,1492,5436,28,229032,10619,0.62,0.59,2.15,0.01,90.79,4.21
"State Senate District 58 (2024), Illinois",167206,122,757,6612,33,153517,3105,0.07,0.45,3.95,0.02,91.81,1.86
"State Senate District 58 (2024), Minnesota",62699,61,1353,941,26,56776,2404,0.1,2.16,1.5,0.04,90.55,3.83
"State Senate District 58 (2024), New York",251854,269,2147,7124,14,233180,5491,0.11,0.85,2.83,0.01,92.59,2.18
"State Senate District 59 (2024), Illinois",167912,208,1429,12443,18,146273,3842,0.12,0.85,7.41,0.01,87.11,2.29
"State Senate District 59 (2024), Minnesota",60575,503,4504,17272,0,31572,3694,0.83,7.44,28.51,0.0,52.12,6.1
"State Senate District 59 (2024), New York",212803,432,28553,12876,105,129182,33436,0.2,13.42,6.05,0.05,60.7,15.71
"State Senate District 6 (2024), Alabama",111730,1176,436,14789,34,87125,4519,1.05,0.39,13.24,0.03,77.98,4.04
"State Senate District 6 (2024), Arizona",161056,92996,585,1356,155,46117,13425,57.74,0.36,0.84,0.1,28.63,8.34
"State Senate District 6 (2024), Arkansas",70515,243,293,5318,43,60352,2694,0.34,0.42,7.54,0.06,85.59,3.82
"State Senate District 6 (2024), California",705677,2008,60359,35005,2049,467347,107767,0.28,8.55,4.96,0.29,66.23,15.27
"State Senate District 6 (2024), Colorado",129345,4112,893,564,44,96539,23247,3.18,0.69,0.44,0.03,74.64,17.97
"State Senate District 6 (2024), Connecticut",70831,61,1651,6008,10,41010,20314,0.09,2.33,8.48,0.01,57.9,28.68
"State Senate District 6 (2024), Delaware",45935,35,901,2036,1,40980,1255,0.08,1.96,4.43,0.0,89.21,2.73
"State Senate District 6 (2024), Florida",423393,302,10247,56422,274,306422,37526,0.07,2.42,13.33,0.06,72.37,8.86
