geoname,Total,American Indian or Alaska Native Alone,Asian Alone,Black or African American Alone,Native Hawaiian or Other Pacific Islander Alone,White Alone,Hispanic or Latino,American Indian or Alaska Native Alone %,Asian Alone %,Black or African American Alone %,Native Hawaiian or Other Pacific Islander Alone %,White Alone %,Hispanic or Latino %
"11th Norfolk District (2024), Massachusetts",32884,0,1385,1362,0,27862,1734,0.0,4.21,4.14,0.0,84.73,5.27
"11th Plymouth District (2024), Massachusetts",24456,43,570,13897,0,6768,2589,0.18,2.33,56.82,0.0,27.67,10.59
"11th Suffolk District (2024), Massachusetts",21308,1,692,2402,26,7120,10250,0.0,3.25,11.27,0.12,33.41,48.1
"11th Worcester District (2024), Massachusetts",27446,2,3726,752,0,21474,1249,0.01,13.58,2.74,0.0,78.24,4.55
"12th Bristol District (2024), Massachusetts",35903,107,449,1376,37,32601,793,0.3,1.25,3.83,0.1,90.8,2.21
"12th Essex District (2024), Massachusetts",34203,0,777,1303,0,27506,4004,0.0,2.27,3.81,0.0,80.42,11.71
"12th Hampden District (2024), Massachusetts",33565,2,434,2834,15,25415,4174,0.01,1.29,8.44,0.04,75.72,12.44
"12th Middlesex District (2024), Massachusetts",31358,0,4945,438,8,24270,1071,0.0,15.77,1.4,0.03,77.4,3.42
"12th Norfolk District (2024), Massachusetts",31190,7,975,1863,0,25846,1961,0.02,3.13,5.97,0.0,82.87,6.29
"12th Plymouth District (2024), Massachusetts",35820,6,168,409,61,33834,624,0.02,0.47,1.14,0.17,94.46,1.74
"12th Suffolk District (2024), Massachusetts",31936,71,1078,19528,2,6731,3727,0.22,3.38,61.15,0.01,21.08,11.67
"12th Worcester District (2024), Massachusetts",34564,11,596,638,1,30166,2737,0.03,1.72,1.85,0.0,87.28,7.92
"13th Bristol District (2024), Massachusetts",28058,22,169,2316,10,20736,3969,0.08,0.6,8.25,0.04,73.9,14.15
"13th Essex District (2024), Massachusetts",35480,3,713,605,45,32199,1394,0.01,2.01,1.71,0.13,90.75,3.93
"13th Middlesex District (2024), Massachusetts",29881,63,2331,322,26,25750,886,0.21,7.8,1.08,0.09,86.18,2.97
"13th Norfolk District (2024), Massachusetts",30960,14,2374,401,24,27105,712,0.05,7.67,1.3,0.08,87.55,2.3
"13th Suffolk District (2024), Massachusetts",31940,177,4915,5943,51,16797,3330,0.55,15.39,18.61,0.16,52.59,10.43
"13th Worcester District (2024), Massachusetts",36160,3,1388,2569,39,27578,3774,0.01,3.84,7.1,0.11,76.27,10.44
"14th Bristol District (2024), Massachusetts",32525,36,1238,1147,0,28819,755,0.11,3.81,3.53,0.0,88.61,2.32
"14th Essex District (2024), Massachusetts",35561,7,1172,577,0,31367,1855,0.02,3.3,1.62,0.0,88.21,5.22
"14th Middlesex District (2024), Massachusetts",31449,2,3275,777,0,25720,1173,0.01,10.41,2.47,0.0,81.78,3.73
"14th Norfolk District (2024), Massachusetts",30985,16,4065,823,46,23474,1750,0.05,13.12,2.66,0.15,75.76,5.65
"14th Suffolk District (2024), Massachusetts",33847,65,789,11154,2,12996,8240,0.19,2.33,32.95,0.01,38.4,24.34
"14th Worcester District (2024), Massachusetts",32010,8,1194,3256,0,21585,5382,0.02,3.73,10.17,0.0,67.43,16.81
"15th Essex District (2024), Massachusetts",34712,4,1323,1316,0,26914,4705,0.01,3.81,3.79,0.0,77.54,13.55
"15th Middlesex District (2024), Massachusetts",29771,0,5899,470,0,21682,1049,0.0,19.81,1.58,0.0,72.83,3.52
"15th Norfolk District (2024), Massachusetts",31766,5,4099,879,3,23777,1860,0.02,12.9,2.77,0.01,74.85,5.86
"15th Suffolk District (2024), Massachusetts",33669,18,2145,4774,27,20307,5591,0.05,6.37,14.18,0.08,60.31,16.61
"15th Worcester District (2024), Massachusetts",25246,20,1742,2560,0,12268,7733,0.08,6.9,10.14,0.0,48.59,30.63
"16th Essex District (2024), Massachusetts",24901,13,1164,776,0,8471,14300,0.05,4.67,3.12,0.0,34.02,57.43
"16th Middlesex District (2024), Massachusetts",32063,3,3586,2236,6,21107,4768,0.01,11.18,6.97,0.02,65.83,14.87
"16th Suffolk District (2024), Massachusetts",23561,10,915,1287,0,16121,4892,0.04,3.88,5.46,0.0,68.42,20.76
"16th Worcester District (2024), Massachusetts",31683,2,1613,4072,2,18898,6331,0.01,5.09,12.85,0.01,59.65,19.98
"17th Essex District (2024), Massachusetts",24157,0,881,462,0,8432,14261,0.0,3.65,1.91,0.0,34.9,59.03
"17th Middlesex District (2024), Massachusetts",30751,3,4503,1709,1,19444,4611,0.01,14.64,5.56,0.0,63.23,14.99
"17th Suffolk District (2024), Massachusetts",30130,44,4467,1766,35,20095,2881,0.15,14.83,5.86,0.12,66.69,9.56
"17th Worcester District (2024), Massachusetts",29536,40,2307,2708,0,17035,6676,0.14,7.81,9.17,0.0,57.68,22.6
"18th Essex District (2024), Massachusetts",34430,41,2926,713,0,29053,1292,0.12,8.5,2.07,0.0,84.38,3.75
"18th Middlesex District (2024), Massachusetts",28180,5,7765,2151,9,13752,4111,0.02,27.56,7.63,0.03,48.8,14.59
"18th Suffolk District (2024), Massachusetts",31400,36,3913,2607,10,21133,2231,0.11,12.46,8.3,0.03,67.3,7.11
"18th Worcester District (2024), Massachusetts",36446,20,445,495,0,32288,2798,0.05,1.22,1.36,0.0,88.59,7.68
"19th Middlesex District (2024), Massachusetts",31994,11,932,327,2,29516,743,0.03,2.91,1.02,0.01,92.25,2.32
"19th Suffolk District (2024), Massachusetts",28277,150,685,1072,0,20664,5373,0.53,2.42,3.79,0.0,73.08,19.0
"19th Worcester District (2024), Massachusetts",27191,12,2225,492,12,22870,1070,0.04,8.18,1.81,0.04,84.11,3.94
"1st Barnstable District (2024), Massachusetts",37486,0,623,503,1,34470,1262,0.0,1.66,1.34,0.0,91.95,3.37
"1st Berkshire District (2024), Massachusetts",36053,45,713,491,0,33145,1002,0.12,1.98,1.36,0.0,91.93,2.78
"1st Bristol District (2024), Massachusetts",33132,0,895,1344,2,29413,986,0.0,2.7,4.06,0.01,88.78,2.98
"1st Essex District (2024), Massachusetts",36558,8,346,232,0,34188,1206,0.02,0.95,0.63,0.0,93.52,3.3
"1st Franklin District (2024), Massachusetts",35116,4,519,441,5,32181,1382,0.01,1.48,1.26,0.01,91.64,3.94
"1st Hampden District (2024), Massachusetts",33982,13,301,633,0,31431,1088,0.04,0.89,1.86,0.0,92.49,3.2
"1st Hampshire District (2024), Massachusetts",34838,43,765,759,15,30363,2140,0.12,2.2,2.18,0.04,87.15,6.14
"1st Middlesex District (2024), Massachusetts",32758,3,700,503,1,30174,1018,0.01,2.14,1.54,0.0,92.11,3.11
"1st Norfolk District (2024), Massachusetts",34423,20,8282,3293,0,19728,2589,0.06,24.06,9.57,0.0,57.31,7.52
"1st Plymouth District (2024), Massachusetts",37585,38,169,635,0,35134,1013,0.1,0.45,1.69,0.0,93.48,2.7
"1st Suffolk District (2024), Massachusetts",23153,0,892,1070,0,13694,6861,0.0,3.85,4.62,0.0,59.15,29.63
"1st Worcester District (2024), Massachusetts",34330,26,541,292,26,31859,974,0.08,1.58,0.85,0.08,92.8,2.84
"20th Middlesex District (2024), Massachusetts",33990,5,1247,200,2,31082,1052,0.01,3.67,0.59,0.01,91.44,3.1
"21st Middlesex District (2024), Massachusetts",33116,11,3900,571,8,26904,1018,0.03,11.78,1.72,0.02,81.24,3.07
"22nd Middlesex District (2024), Massachusetts",31545,0,1847,629,6,27196,1476,0.0,5.86,1.99,0.02,86.21,4.68
"23rd Middlesex District (2024), Massachusetts",32530,0,2615,1209,17,26246,1637,0.0,8.04,3.72,0.05,80.68,5.03
"24th Middlesex District (2024), Massachusetts",30776,23,3271,910,6,24405,1451,0.07,10.63,2.96,0.02,79.3,4.71
"25th Middlesex District (2024), Massachusetts",31574,69,4267,2129,9,21514,2285,0.22,13.51,6.74,0.03,68.14,7.24
"26th Middlesex District (2024), Massachusetts",32608,5,4384,3523,15,20548,3241,0.02,13.44,10.8,0.05,63.02,9.94
"27th Middlesex District (2024), Massachusetts",36551,12,2920,1359,40,28521,2657,0.03,7.99,3.72,0.11,78.03,7.27
"28th Middlesex District (2024), Massachusetts",23174,13,2165,3047,2,12342,4770,0.06,9.34,13.15,0.01,53.26,20.58
"29th Middlesex District (2024), Massachusetts",33110,0,3225,2451,2,24775,1838,0.0,9.74,7.4,0.01,74.83,5.55
"2nd Barnstable District (2024), Massachusetts",33779,89,255,1507,0,30371,830,0.26,0.75,4.46,0.0,89.91,2.46
"2nd Berkshire District (2024), Massachusetts",34170,15,332,1365,0,29164,2168,0.04,0.97,3.99,0.0,85.35,6.34
"2nd Bristol District (2024), Massachusetts",32169,0,1187,1444,0,26879,2265,0.0,3.69,4.49,0.0,83.56,7.04
"2nd Essex District (2024), Massachusetts",36227,8,694,197,0,34174,599,0.02,1.92,0.54,0.0,94.33,1.65
"2nd Franklin District (2024), Massachusetts",33604,20,217,346,0,31351,1123,0.06,0.65,1.03,0.0,93.3,3.34
"2nd Hampden District (2024), Massachusetts",32175,1,1175,839,0,27755,1842,0.0,3.65,2.61,0.0,86.26,5.72
"2nd Hampshire District (2024), Massachusetts",35648,5,633,477,0,32010,2136,0.01,1.78,1.34,0.0,89.79,5.99
"2nd Middlesex District (2024), Massachusetts",29504,27,3544,176,0,24408,902,0.09,12.01,0.6,0.0,82.73,3.06
"2nd Norfolk District (2024), Massachusetts",33571,2,6431,2142,0,22632,1826,0.01,19.16,6.38,0.0,67.42,5.44
"2nd Plymouth District (2024), Massachusetts",35948,18,422,971,2,33309,522,0.05,1.17,2.7,0.01,92.66,1.45
"2nd Suffolk District (2024), Massachusetts",31041,0,4061,1927,20,21310,2750,0.0,13.08,6.21,0.06,68.65,8.86
"2nd Worcester District (2024), Massachusetts",33350,27,585,775,2,29126,1933,0.08,1.75,2.32,0.01,87.33,5.8
"30th Middlesex District (2024), Massachusetts",34493,36,2198,670,50,29658,1397,0.1,6.37,1.94,0.14,85.98,4.05
"31st Middlesex District (2024), Massachusetts",30675,46,2470,685,6,26075,914,0.15,8.05,2.23,0.02,85.0,2.98
"32nd Middlesex District (2024), Massachusetts",34407,0,2302,484,0,29641,1355,0.0,6.69,1.41,0.0,86.15,3.94
"33rd Middlesex District (2024), Massachusetts",28600,50,6772,4026,3,14442,2700,0.17,23.68,14.08,0.01,50.5,9.44
"34th Middlesex District (2024), Massachusetts",34430,0,2676,2235,18,25936,2655,0.0,7.77,6.49,0.05,75.33,7.71
"35th Middlesex District (2024), Massachusetts",30749,2,4377,2067,13,21351,2361,0.01,14.23,6.72,0.04,69.44,7.68
"36th Middlesex District (2024), Massachusetts",33635,1,1730,1155,1,28210,2188,0.0,5.14,3.43,0.0,83.87,6.51
"37th Middlesex District (2024), Massachusetts",32498,34,3014,1589,45,25481,1902,0.1,9.27,4.89,0.14,78.41,5.85
"3rd Barnstable District (2024), Massachusetts",38050,360,324,748,0,34843,686,0.95,0.85,1.97,0.0,91.57,1.8
"3rd Berkshire District (2024), Massachusetts",35114,35,359,367,11,33082,916,0.1,1.02,1.05,0.03,94.21,2.61
"3rd Bristol District (2024), Massachusetts",33915,12,497,2629,2,28207,2036,0.04,1.47,7.75,0.01,83.17,6.0
"3rd Essex District (2024), Massachusetts",33792,3,316,968,3,24659,7148,0.01,0.94,2.86,0.01,72.97,21.15
"3rd Hampden District (2024), Massachusetts",34793,10,291,632,0,32226,1128,0.03,0.84,1.82,0.0,92.62,3.24
"3rd Hampshire District (2024), Massachusetts",34049,3,3194,1481,0,25370,2528,0.01,9.38,4.35,0.0,74.51,7.42
"3rd Middlesex District (2024), Massachusetts",32616,31,1096,429,13,28827,1359,0.1,3.36,1.32,0.04,88.38,4.17
"3rd Norfolk District (2024), Massachusetts",30709,80,3628,1962,6,23008,1593,0.26,11.81,6.39,0.02,74.92,5.19
"3rd Plymouth District (2024), Massachusetts",33183,42,550,136,1,31493,645,0.13,1.66,0.41,0.0,94.91,1.94
"3rd Suffolk District (2024), Massachusetts",31160,8,4980,1429,11,21856,2142,0.03,15.98,4.59,0.04,70.14,6.87
"3rd Worcester District (2024), Massachusetts",33133,15,737,1544,0,21497,8416,0.05,2.22,4.66,0.0,64.88,25.4
"4th Barnstable District (2024), Massachusetts",36977,33,261,414,2,35007,722,0.09,0.71,1.12,0.01,94.67,1.95
"4th Bristol District (2024), Massachusetts",33552,2,286,436,0,31288,1129,0.01,0.85,1.3,0.0,93.25,3.36
"4th Essex District (2024), Massachusetts",24078,2,331,864,0,8827,13907,0.01,1.37,3.59,0.0,36.66,57.76
"4th Hampden District (2024), Massachusetts",33594,29,531,249,12,29838,2431,0.09,1.58,0.74,0.04,88.82,7.24
"4th Middlesex District (2024), Massachusetts",27515,27,817,1139,0,21136,3634,0.1,2.97,4.14,0.0,76.82,13.21
"4th Norfolk District (2024), Massachusetts",32690,5,1895,1079,0,28092,1160,0.02,5.8,3.3,0.0,85.93,3.55
"4th Plymouth District (2024), Massachusetts",34323,7,487,82,17,32833,678,0.02,1.42,0.24,0.05,95.66,1.98
"4th Suffolk District (2024), Massachusetts",37257,0,2248,1016,28,30569,2572,0.0,6.03,2.73,0.08,82.05,6.9
"4th Worcester District (2024), Massachusetts",33093,13,887,1389,0,26047,4202,0.04,2.68,4.2,0.0,78.71,12.7
"5th Barnstable District (2024), Massachusetts",34937,68,396,267,0,32962,729,0.19,1.13,0.76,0.0,94.35,2.09
"5th Bristol District (2024), Massachusetts",35197,9,358,755,0,31601,1844,0.03,1.02,2.15,0.0,89.78,5.24
"5th Essex District (2024), Massachusetts",36907,4,320,213,2,35143,933,0.01,0.87,0.58,0.01,95.22,2.53
"5th Hampden District (2024), Massachusetts",31363,14,212,870,0,15724,14112,0.04,0.68,2.77,0.0,50.14,45.0
"5th Middlesex District (2024), Massachusetts",29804,44,2329,462,0,25577,1127,0.15,7.81,1.55,0.0,85.82,3.78
"5th Norfolk District (2024), Massachusetts",33084,6,5368,1594,70,24476,1198,0.02,16.23,4.82,0.21,73.98,3.62
"5th Plymouth District (2024), Massachusetts",32463,34,616,476,6,29788,1160,0.1,1.9,1.47,0.02,91.76,3.57
"5th Suffolk District (2024), Massachusetts",27795,193,777,16706,1,2996,6431,0.69,2.8,60.1,0.0,10.78,23.14
